ID,strain,plate,time,well,wavelength,od,fold,rate
PM1_G11,13A,PM1,144,G11,750,0.466,1.1477832512315271,0.0014929591469552822
PM1_G12,13A,PM1,144,G12,750,0.38,1.1143695014662756,0.001295441127917966
PM1_H1,13A,PM1,144,H1,750,0.408,1.099730458221024,0.0008090869107125632
PM1_H2,13A,PM1,144,H2,750,0.346,1.1089743589743588,-0.00048450158312995776
PM1_H3,13A,PM1,144,H3,750,0.381,1.0793201133144477,0.00010921806166142863
PM1_H4,13A,PM1,144,H4,750,0.279,0.8829113924050633,0.0004456370465311554
PM1_H5,13A,PM1,144,H5,750,0.277,1.0072727272727273,0.0
PM1_H6,13A,PM1,144,H6,750,0.226,1.0,0.00018395909204652888
PM1_H7,13A,PM1,144,H7,750,0.316,1.0326797385620916,0.000524115925285841
PM1_H8,13A,PM1,144,H8,750,0.219,0.9201680672268908,0.00037879048755217105
PM1_H9,13A,PM1,144,H9,750,0.352,1.0507462686567164,-0.00011853967217630211
PM1_H10,13A,PM1,144,H10,750,0.313,1.019543973941368,0.00026539367856166367
PM1_H11,13A,PM1,144,H11,750,0.153,0.7320574162679426,-0.0013844019845133497
PM1_H12,13A,PM1,144,H12,750,0.17,0.923913043478261,0.0012078140363855079
PM1_A1,13A,PM1,168,A1,450,0.445,0.9290187891440501,9.352791057599789e-05
PM1_A2,13A,PM1,168,A2,450,0.603,0.996694214876033,0.00013796922098566688
PM1_A3,13A,PM1,168,A3,450,0.761,1.054016620498615,-5.478852422120953e-05
PM1_A4,13A,PM1,168,A4,450,0.797,1.269108280254777,0.0008794036338468815
PM1_A5,13A,PM1,168,A5,450,0.26,0.9386281588447652,0.001880018136686235
PM1_A6,13A,PM1,168,A6,450,0.528,1.093167701863354,0.00047081480224722775
PM1_A7,13A,PM1,168,A7,450,0.308,1.0,0.00026968810440073
PM1_A8,13A,PM1,168,A8,450,0.505,1.01,0.0
PM1_A9,13A,PM1,168,A9,450,0.455,1.0990338164251208,0.00018274883096892783
PM1_A10,13A,PM1,168,A10,450,1.089,1.0206185567010309,-0.02380803563026844
PM1_A11,13A,PM1,168,A11,450,0.904,1.1271820448877805,0.000640334592846414
PM1_A12,13A,PM1,168,A12,450,0.884,1.0436835891381346,0.00014116331966400182
PM1_B1,13A,PM1,168,B1,450,0.432,1.0117096018735363,9.633915659915002e-05
PM1_B2,13A,PM1,168,B2,450,0.472,1.01505376344086,8.81834544324039e-05
PM1_B3,13A,PM1,168,B3,450,0.185,0.42141230068337127,-0.00045290300987099497
