ID,strain,plate,time,well,wavelength,od,fold,rate
PM1_F7,ARW7G5Y1,PM1,28,F7,600,0.573,1.1040462427745663,0.000607119341286278
PM1_F8,ARW7G5Y1,PM1,28,F8,600,0.263,1.123931623931624,0.002048703710515285
PM1_F9,ARW7G5Y1,PM1,28,F9,600,0.404,1.0520833333333335,0.000980423569418806
PM1_F10,ARW7G5Y1,PM1,28,F10,600,0.996,0.924791086350975,-0.009966645131024562
PM1_F11,ARW7G5Y1,PM1,28,F11,600,0.715,1.0468521229868226,0.00048712980994093105
PM1_F12,ARW7G5Y1,PM1,28,F12,600,0.438,0.9864864864864865,0.00011402513493626516
PM1_G1,ARW7G5Y1,PM1,28,G1,600,0.231,0.942857142857143,-0.001315865415868671
PM1_G2,ARW7G5Y1,PM1,28,G2,600,0.22,0.9322033898305085,-0.000686509640595101
PM1_G3,ARW7G5Y1,PM1,28,G3,600,0.283,0.9691780821917808,0.00017636702589842203
PM1_G4,ARW7G5Y1,PM1,28,G4,600,0.353,0.9644808743169399,0.0005633862423171144
PM1_G5,ARW7G5Y1,PM1,28,G5,600,0.404,1.0889487870619947,0.000492614822150571
PM1_G6,ARW7G5Y1,PM1,28,G6,600,0.27,0.9818181818181818,-0.0003717489243759045
PM1_G7,ARW7G5Y1,PM1,28,G7,600,1.296,1.0773067331670823,0.0004990444498839958
PM1_G8,ARW7G5Y1,PM1,28,G8,600,0.422,0.9813953488372092,0.0010551388033868017
PM1_G9,ARW7G5Y1,PM1,28,G9,600,0.346,0.9453551912568305,0.00043165735723514376
PM1_G10,ARW7G5Y1,PM1,28,G10,600,0.168,0.9230769230769231,-0.0002985083493251898
PM1_G11,ARW7G5Y1,PM1,28,G11,600,0.473,1.1182033096926713,0.0028755356296465916
PM1_G12,ARW7G5Y1,PM1,28,G12,600,0.452,1.1051344743276286,0.0024816312101205024
PM1_H1,ARW7G5Y1,PM1,28,H1,600,0.406,1.020100502512563,0.0004902000048310307
PM1_H2,ARW7G5Y1,PM1,28,H2,600,0.428,0.9930394431554525,0.0004651196331156815
PM1_H3,ARW7G5Y1,PM1,28,H3,600,0.307,0.8672316384180792,0.0019171677598823719
PM1_H4,ARW7G5Y1,PM1,28,H4,600,0.31,0.7616707616707618,0.00016103073500210786
PM1_H5,ARW7G5Y1,PM1,28,H5,600,0.361,0.9972375690607734,0.0005509697624805349
